Unique ID,Instrument name,Type,Status,Jurisdiction,Region,Income group,Year,Emission_Coverage_%,Carbon_Price_USD,Revenue_Million_USD,Coal per capita (kWh),Oil per capita (kWh),Gas per capita (kWh),Nuclear per capita (kWh - equivalent),Hydro per capita (kWh - equivalent),Wind per capita (kWh - equivalent),Solar per capita (kWh - equivalent),Other renewables per capita (kWh - equivalent),Total_Energy_per_capita,Fossil_Fuel_Dependency_%,Population,Population_Log,Annual_CO2_emissions,GDP
Tax_AR,Argentina carbon tax,Carbon tax,Implemented,Argentina,Latin America & Caribbean,Upper middle income,1993,0.0,,,236.29121,7283.99,6717.2617,630.33856,1933.1718,0.0,0.0,8.783624,16809.836894,84.69768624038143,34152719.0,17.34635278941837,118020980.0,362812031250.0
ETS_AU1,Australia CPM,ETS,Abolished,Australia,East Asia & Pacific,High income,1993,0.0,,,25892.42,22706.006,9732.797,0.0,2568.396,0.31346756,2.2883132,118.138084,61020.35886476,95.59305137696755,17722905.0,16.69036848518075,288780400.0,612452875000.0
ETS_AU2,Australia Safeguard Mechanism,ETS,Implemented,Australia,East Asia & Pacific,High income,1993,0.0,,,25892.42,22706.006,9732.797,0.0,2568.396,0.31346756,2.2883132,118.138084,61020.35886476,95.59305137696755,17722905.0,16.69036848518075,288780400.0,612452875000.0
ETS_AT,Austria ETS,ETS,Implemented,Austria,Europe & Central Asia,High income,1993,0.0,,,4421.0044,17298.27,8575.722,0.0,12894.084,0.0,0.3512843,537.90405,43727.3357343,69.28159672037008,7907492.0,15.883321348926014,60710530.0,258907656250.0
Tax_MX_BC,Baja California carbon tax,Carbon tax,Abolished,Baja California,Latin America & Caribbean,Upper middle income,1993,0.0,,,493.9032,10807.735,3231.6343,156.26498,844.70337,0.031690326,0.1267613,231.72696,15766.126261626001,92.18036351372685,87653817.0,18.28890572799492,337721920.0,1302131000000.0
ETS_CN_Beijing,Beijing pilot ETS,ETS,Implemented,Beijing,East Asia & Pacific,Upper middle income,1993,0.0,,,5988.729,1389.5968,141.12384,3.7213092,352.28586,0.4921251,0.009280073,0.3053724,7876.2635867730005,95.46975614970256,1197308574.0,20.90334202060914,2914284500.0,3197448750000.0
Tax_CA_BC,BC carbon tax,Carbon tax,Abolished,British Columbia,North America,High income,1993,0.0,,,9583.894,32901.793,25045.639,8987.759,31044.705,5.68454,0.19776724,522.12256,108091.79486724001,62.4759040063522,28830635.0,17.176949129725056,464071580.0,1058917875000.0
ETS_CA_BC,BC OBPS,ETS,Implemented,British Columbia,North America,High income,1993,0.0,,,9583.894,32901.793,25045.639,8987.759,31044.705,5.68454,0.19776724,522.12256,108091.79486724001,62.4759040063522,28830635.0,17.176949129725056,464071580.0,1058917875000.0
ETS_US_California,California CaT,ETS,Implemented,California,North America,High income,1993,0.0,,,21027.242,35724.37,21320.3,6794.5596,2953.5374,32.112682,5.025617,796.3187,88653.46599900001,88.06413953503028,262633229.0,19.386269054096783,5279520300.0,11665175000000.0
Tax_CA,Canada federal fuel charge,Carbon tax,Abolished,Canada,North America,High income,1993,0.0,,,9583.894,32901.793,25045.639,8987.759,31044.705,5.68454,0.19776724,522.12256,108091.79486724001,62.4759040063522,28830635.0,17.176949129725056,464071580.0,1058917875000.0
ETS_CA,Canada federal OBPS,ETS,Implemented,Canada,North America,High income,1993,0.0,,,9583.894,32901.793,25045.639,8987.759,31044.705,5.68454,0.19776724,522.12256,108091.79486724001,62.4759040063522,28830635.0,17.176949129725056,464071580.0,1058917875000.0
Tax_CL,Chile carbon tax,Carbon tax,Implemented,Chile,Latin America & Caribbean,High income,1993,0.0,,,1539.448,7409.1963,1597.9008,0.0,3391.3596,0.0,0.0,387.79202,14325.69672,73.61977086444979,14102276.0,16.461846831672094,34097864.0,147070062500.0
ETS_CN,China national ETS,ETS,Implemented,China,East Asia & Pacific,Upper middle income,1993,0.0,,,5988.729,1389.5968,141.12384,3.7213092,352.28586,0.4921251,0.009280073,0.3053724,7876.2635867730005,95.46975614970256,1197308574.0,20.90334202060914,2914284500.0,3197448750000.0
ETS_CN_Chongqing,Chongqing pilot ETS,ETS,Implemented,Chongqing,East Asia & Pacific,Upper middle income,1993,0.0,,,5988.729,1389.5968,141.12384,3.7213092,352.28586,0.4921251,0.009280073,0.3053724,7876.2635867730005,95.46975614970256,1197308574.0,20.90334202060914,2914284500.0,3197448750000.0
Tax_CO,Colombia carbon tax,Carbon tax,Implemented,Colombia,Latin America & Caribbean,Upper middle income,1993,0.0,,,1189.9061,3721.5195,1144.4558,0.0,2246.6765,0.0,0.0,35.29538,8337.85328,72.6311821116622,34441479.0,17.354772209887354,63260200.0,314376281250.0
Tax_DK,Denmark carbon tax,Carbon tax,Implemented,Denmark,Europe & Central Asia,High income,1993,0.0011193489092906,,,16178.461,21814.758,5532.7275,0.0,14.722339,553.667,0.0,438.458,44532.793839,97.7390878671568,5188638.0,15.461981985685007,60573716.0,174584031250.0
Tax_EE,Estonia carbon tax,Carbon tax,Implemented,Estonia,Europe & Central Asia,High income,1993,0.0,,,28369.512,13792.343,2749.7034,0.0,0.0,0.0,0.0,0.0,44911.558399999994,100.0,1504344.0,14.223868145484321,19433166.0,16661890625.0
ETS_EU,EU ETS,ETS,Implemented,EU,Europe & Central Asia,High income,1993,0.0,,,8985.907,16997.086,6936.8164,5063.2407,2085.5032,13.538314,0.18571801,151.25114,40233.528472009995,81.8218303246804,,,3608153900.0,10934368094234.0
Tax_FI,Finland carbon tax,Carbon tax,Implemented,Finland,Europe & Central Asia,High income,1993,0.0009719311229978,,,12570.355,24648.623,5627.054,10925.595,7388.263,2.193014,0.36842632,3674.8064,64837.25784032,66.08242456138478,5066594.0,15.438179552311516,56320000.0,136627578125.0
Tax_FR,France carbon tax,Carbon tax,Implemented,France,Europe & Central Asia,High income,1993,0.0,,,2947.4897,19060.08,5856.529,17694.154,3118.684,0.11544251,0.08088059,106.72345,48783.8564731,57.117457934808,57801261.0,17.872521167314286,388889700.0,1811277875000.0
ETS_CN_Fujian,Fujian pilot ETS,ETS,Implemented,Fujian,East Asia & Pacific,Upper middle income,1993,0.0,,,5988.729,1389.5968,141.12384,3.7213092,352.28586,0.4921251,0.009280073,0.3053724,7876.2635867730005,95.46975614970256,1197308574.0,20.90334202060914,2914284500.0,3197448750000.0
ETS_DE,Germany ETS,ETS,Implemented,Germany,Europe & Central Asia,High income,1993,0.0,,,14060.862,20210.309,8591.741,5232.6147,646.3216,20.453217,0.10226608,63.775692,48826.17947508001,87.78674158168867,81486771.0,18.215951258289458,959385860.0,2758850000000.0
ETS_CN_Guangdong,Guangdong pilot ETS,ETS,Implemented,Guangdong (except Shenzhen),East Asia & Pacific,Upper middle income,1993,0.0,,,5988.729,1389.5968,141.12384,3.7213092,352.28586,0.4921251,0.009280073,0.3053724,7876.2635867730005,95.46975614970256,1197308574.0,20.90334202060914,2914284500.0,3197448750000.0
ETS_CN_Hubei,Hubei pilot ETS,ETS,Implemented,Hubei,East Asia & Pacific,Upper middle income,1993,0.0,,,5988.729,1389.5968,141.12384,3.7213092,352.28586,0.4921251,0.009280073,0.3053724,7876.2635867730005,95.46975614970256,1197308574.0,20.90334202060914,2914284500.0,3197448750000.0
Tax_IS,Iceland carbon tax,Carbon tax,Implemented,Iceland,Europe & Central Asia,High income,1993,0.0,,,2404.9133,31234.686,0.0,0.0,46980.82,0.0,0.0,3012.5874,83633.00670000001,40.22287446948861,263760.0,12.482798669063873,2400140.0,9849323242.0
ETS_ID,Indonesia ETS,ETS,Implemented,Indonesia,East Asia & Pacific,Upper middle income,1993,0.0,,,296.4056,2319.9836,1183.0574,0.0,127.76401,0.0,0.0,17.652948,3944.863558,96.31376457355285,193305169.0,19.079780689811578,214962850.0,863146250000.0
Tax_IE,Ireland carbon tax,Carbon tax,Implemented,Ireland,Europe & Central Asia,High income,1993,0.0,,,9995.821,17460.54,7027.853,0.0,594.2197,11.653464,0.0,0.0,35090.087164000004,98.27337800225932,3576118.0,15.089788692126783,33717148.0,87227531250.0
Tax_IL,Israel carbon tax,Carbon tax,Implemented,Israel,Middle East & North Africa,High income,1993,0.0,,,8160.879,24490.852,43.540565,0.0,14.200086,0.0,0.0,0.0,32709.471651,99.95658723518524,5086041.0,15.44201048289314,44234508.0,148063921875.0
Tax_JP,Japan carbon tax,Carbon tax,Implemented,Japan,East Asia & Pacific,High income,1993,0.0,,,7231.7036,24385.346,4461.2217,5511.499,2059.9707,0.021351691,0.500641,289.3548,43939.617792691,82.10875085490919,124839955.0,18.642543122915654,1169328000.0,4765192500000.0
ETS_KZ,Kazakhstan ETS,ETS,Implemented,Kazakhstan,Europe & Central Asia,Upper middle income,1993,0.0,,,23278.621,10802.492,7849.408,71.77563,1226.7609,0.0,0.0,0.0,43229.05753,96.99614887717864,17274487.0,16.66474128897329,207558720.0,165753500000.0
ETS_KR,Korea ETS,ETS,Implemented,"Korea, Rep.",East Asia & Pacific,High income,1993,0.0,,,7115.679,21234.805,1334.4994,3597.7544,261.61255,0.0618828,0.1237656,0.0,33544.5359984,88.4942435972759,44887721.0,17.619674863201823,330173950.0,916866562500.0
Tax_LT,Latvia carbon Tax,Carbon tax,Implemented,Latvia,Europe & Central Asia,High income,1993,0.0,,,2264.9246,10268.66,3444.0854,0.0,3116.0098,0.0,0.0,0.0,19093.679799999998,83.68041240536567,2563820.0,14.75700928179316,11921674.0,27067708984.0
Tax_LI,Liechtenstein carbon tax,Carbon tax,Implemented,Liechtenstein,Europe & Central Asia,High income,1993,0.0,,,9613.186,15670.18,12131.63,4116.1367,2632.2803,8.733054,0.12334145,97.64534,44269.91473545,84.5156269750825,30199.0,10.31559720336296,215034.0,
Tax_LU,Luxembourg carbon tax,Carbon tax,Implemented,Luxembourg,Europe & Central Asia,High income,1993,0.0,,,29829.672,57572.47,14115.371,0.0,468.54587,0.0,0.0,115.74482,102101.80369,99.42773715166284,397210.0,12.892222904626685,12338294.0,20895527343.0
ETS_US_MA,Massachusetts ETS,ETS,Implemented,Massachusetts,North America,High income,1993,0.0,,,21027.242,35724.37,21320.3,6794.5596,2953.5374,32.112682,5.025617,796.3187,88653.46599900001,88.06413953503028,262633229.0,19.386269054096783,5279520300.0,11665175000000.0
Tax_MX,Mexico carbon tax,Carbon tax,Implemented,Mexico,Latin America & Caribbean,Upper middle income,1993,0.0,,,493.9032,10807.735,3231.6343,156.26498,844.70337,0.031690326,0.1267613,231.72696,15766.126261626001,92.18036351372685,87653817.0,18.28890572799492,337721920.0,1302131000000.0
ETS_MX,Mexico ETS,ETS,Implemented,Mexico,Latin America & Caribbean,Upper middle income,1993,0.0,,,493.9032,10807.735,3231.6343,156.26498,844.70337,0.031690326,0.1267613,231.72696,15766.126261626001,92.18036351372685,87653817.0,18.28890572799492,337721920.0,1302131000000.0
ETS_MO,Montenegro ETS,ETS,Implemented,Montenegro,Europe & Central Asia,Upper middle income,1993,0.0,,,9613.186,15670.18,12131.63,4116.1367,2632.2803,8.733054,0.12334145,97.64534,44269.91473545,84.5156269750825,628107.0,13.350467405186706,1457577.0,3500493896.0
Tax_NL,Netherlands carbon tax,Carbon tax,Implemented,Netherlands,Europe & Central Asia,High income,1993,0.0,,,6118.8037,27729.361,26725.998,712.597,16.605602,31.406248,0.1804957,175.23874,61510.190785700004,98.47825527161653,15389718.0,16.549210247038886,171185020.0,530606312500.0
Tax_CA_NB,New Brunswick carbon tax,Carbon tax,Abolished,New Brunswick,North America,High income,1993,0.0,,,9583.894,32901.793,25045.639,8987.759,31044.705,5.68454,0.19776724,522.12256,108091.79486724001,62.4759040063522,28830635.0,17.176949129725056,464071580.0,1058917875000.0
ETS_CA_NB,New Brunswick OBPS,ETS,Implemented,New Brunswick,North America,High income,1993,0.0,,,9583.894,32901.793,25045.639,8987.759,31044.705,5.68454,0.19776724,522.12256,108091.79486724001,62.4759040063522,28830635.0,17.176949129725056,464071580.0,1058917875000.0
ETS_NZ,New Zealand ETS,ETS,Implemented,New Zealand,East Asia & Pacific,High income,1993,0.0,,,4031.3013,14840.577,13963.618,0.0,18261.105,0.76631105,0.0,2814.1067,53911.47431104999,60.90632229894306,3573609.0,15.089086847314766,27745960.0,94939070312.0
Tax_CA_NL,Newfoundland and Labrador carbon tax,Carbon tax,Abolished,Newfoundland and Labrador,North America,High income,1993,0.0,,,9583.894,32901.793,25045.639,8987.759,31044.705,5.68454,0.19776724,522.12256,108091.79486724001,62.4759040063522,28830635.0,17.176949129725056,464071580.0,1058917875000.0
ETS_CA_NL,Newfoundland and Labrador PSS,ETS,Implemented,Newfoundland and Labrador,North America,High income,1993,0.0,,,9583.894,32901.793,25045.639,8987.759,31044.705,5.68454,0.19776724,522.12256,108091.79486724001,62.4759040063522,28830635.0,17.176949129725056,464071580.0,1058917875000.0
Tax_CA_NT,Northwest Territories carbon tax,Carbon tax,Abolished,Northwest Territories,North America,High income,1993,0.0,,,9583.894,32901.793,25045.639,8987.759,31044.705,5.68454,0.19776724,522.12256,108091.79486724001,62.4759040063522,28830635.0,17.176949129725056,464071580.0,1058917875000.0
Tax_NO,Norway carbon tax,Carbon tax,Implemented,Norway,Europe & Central Asia,High income,1993,0.0010626019973142,,,2116.3188,23103.555,6602.7686,0.0,76811.97,4.509522,0.0,176.11293,108815.234852,29.244657187279056,4311864.0,15.27688108310313,35948000.0,166640250000.0
ETS_CA_NS,Nova Scotia OBPS,ETS,Implemented,Nova Scotia,North America,High income,1993,0.0,,,9583.894,32901.793,25045.639,8987.759,31044.705,5.68454,0.19776724,522.12256,108091.79486724001,62.4759040063522,28830635.0,17.176949129725056,464071580.0,1058917875000.0
ETS_CA_Ontario,Ontario CaT,ETS,Abolished,Ontario,North America,High income,1993,0.0,,,9583.894,32901.793,25045.639,8987.759,31044.705,5.68454,0.19776724,522.12256,108091.79486724001,62.4759040063522,28830635.0,17.176949129725056,464071580.0,1058917875000.0
ETS_CA_Ontario2,Ontario EPS,ETS,Implemented,Ontario,North America,High income,1993,0.0,,,9583.894,32901.793,25045.639,8987.759,31044.705,5.68454,0.19776724,522.12256,108091.79486724001,62.4759040063522,28830635.0,17.176949129725056,464071580.0,1058917875000.0
ETS_US_Oregon,Oregon ETS,ETS,Implemented,Oregon,North America,High income,1993,0.0,,0.0,21027.242,35724.37,21320.3,6794.5596,2953.5374,32.112682,5.025617,796.3187,88653.46599900001,88.06413953503028,262633229.0,19.386269054096783,5279520300.0,11665175000000.0
Tax_PL,Poland carbon tax,Carbon tax,Implemented,Poland,Europe & Central Asia,High income,1993,0.0035470703767549,,0.552486188,22548.361,4411.471,2476.2905,0.0,107.93435,0.0,0.0,4.977819,29549.034669,99.61788203822964,38294882.0,17.460826842092022,364957820.0,439651468750.0
Tax_PT,Portugal carbon tax,Carbon tax,Implemented,Portugal,Europe & Central Asia,High income,1993,0.0,,,3836.8823,15411.503,0.0,0.0,2378.2446,2.9402308,0.0,283.5969,21913.1670308,87.83935828602722,9972341.0,16.11532601906637,49468972.0,188307109375.0
Tax_CA_PE,Prince Edward Island carbon tax,Carbon tax,Abolished,Prince Edward Island,North America,High income,1993,0.0,,,9583.894,32901.793,25045.639,8987.759,31044.705,5.68454,0.19776724,522.12256,108091.79486724001,62.4759040063522,28830635.0,17.176949129725056,464071580.0,1058917875000.0
ETS_CA_Quebec,Quebec CaT,ETS,Implemented,Quebec,North America,High income,1993,0.0,,,9583.894,32901.793,25045.639,8987.759,31044.705,5.68454,0.19776724,522.12256,108091.79486724001,62.4759040063522,28830635.0,17.176949129725056,464071580.0,1058917875000.0
ETS_RGGI,RGGI,ETS,Implemented,RGGI,North America,High income,1993,0.0,,,21027.242,35724.37,21320.3,6794.5596,2953.5374,32.112682,5.025617,796.3187,88653.46599900001,88.06413953503028,262633229.0,19.386269054096783,5279520300.0,11665175000000.0
ETS_JP_Saitama,Saitama ETS,ETS,Implemented,Saitama,East Asia & Pacific,High income,1993,0.0,,,7231.7036,24385.346,4461.2217,5511.499,2059.9707,0.021351691,0.500641,289.3548,43939.617792691,82.10875085490919,124839955.0,18.642543122915654,1169328000.0,4765192500000.0
ETS_CA_SK,Saskatchewan OBPS,ETS,Abolished,Saskatchewan,North America,High income,1993,0.0,,,9583.894,32901.793,25045.639,8987.759,31044.705,5.68454,0.19776724,522.12256,108091.79486724001,62.4759040063522,28830635.0,17.176949129725056,464071580.0,1058917875000.0
ETS_CN_Shanghai,Shanghai pilot ETS,ETS,Implemented,Shanghai,East Asia & Pacific,Upper middle income,1993,0.0,,,5988.729,1389.5968,141.12384,3.7213092,352.28586,0.4921251,0.009280073,0.3053724,7876.2635867730005,95.46975614970256,1197308574.0,20.90334202060914,2914284500.0,3197448750000.0
ETS_CN_Shenzhen,Shenzhen pilot ETS,ETS,Implemented,Shenzhen,East Asia & Pacific,Upper middle income,1993,0.0,,,5988.729,1389.5968,141.12384,3.7213092,352.28586,0.4921251,0.009280073,0.3053724,7876.2635867730005,95.46975614970256,1197308574.0,20.90334202060914,2914284500.0,3197448750000.0
Tax_SG,Singapore carbon tax,Carbon tax,Implemented,Singapore,East Asia & Pacific,High income,1993,0.0,,,71.82232,93716.59,4294.8955,0.0,0.0,0.0,0.0,230.75645,98314.06427,99.76528643006124,3317892.0,15.014840500870163,49661856.0,90309085937.0
Tax_SL,Slovenia carbon tax,Carbon tax,Implemented,Slovenia,Europe & Central Asia,High income,1993,0.0,,,8333.368,11402.242,3573.034,5519.794,4234.7256,0.0,0.0,0.0,33063.1636,70.49731925834224,1990815.0,14.504055162904303,14254250.0,42371058593.0
Tax_ZA,South Africa carbon tax,Carbon tax,Implemented,South Africa,Sub-Saharan Africa,Upper middle income,1993,0.0,,,17893.31,5006.6265,294.20023,465.45267,9.366797,0.0,0.0,0.0,23668.956197,97.99391463211133,43297155.0,17.583597509522306,320352640.0,422503562500.0
Tax_ES,Spain carbon tax,Carbon tax,Implemented,Spain,Europe & Central Asia,High income,1993,0.0,,,5383.3105,15330.85,1684.1594,3927.259,1707.7203,8.12633,0.63049114,45.631798,28087.68781914,79.74426390746534,39651627.0,17.495642564470824,239099310.0,898178687500.0
Tax_SE,Sweden carbon tax,Carbon tax,Implemented,Sweden,Europe & Central Asia,High income,1993,0.0009564463392125,,1366.283545,3657.863,23552.387,907.24023,19561.932,23784.34,16.568457,0.3186242,778.19977,72258.8490812,38.91217558475546,8718038.0,15.980904885273565,57516756.0,286515062500.0
Tax_CH,Switzerland carbon tax,Carbon tax,Implemented,Switzerland,Europe & Central Asia,High income,1993,0.0,,,293.86823,21492.004,3046.941,9283.842,14325.552,0.0,1.6014618,221.15184,48664.960531799996,51.02811747637822,6938106.0,15.752539528704816,43609670.0,313014343750.0
ETS_CH,Switzerland ETS,ETS,Implemented,Switzerland,Europe & Central Asia,High income,1993,0.0,,,293.86823,21492.004,3046.941,9283.842,14325.552,0.0,1.6014618,221.15184,48664.960531799996,51.02811747637822,6938106.0,15.752539528704816,43609670.0,313014343750.0
Tax_MX_TA,Tamaulipas carbon tax,Carbon tax,Implemented,Tamaulipas,Latin America & Caribbean,Upper middle income,1993,0.0,,,493.9032,10807.735,3231.6343,156.26498,844.70337,0.031690326,0.1267613,231.72696,15766.126261626001,92.18036351372685,87653817.0,18.28890572799492,337721920.0,1302131000000.0
ETS_CN_Tianjin,Tianjin pilot ETS,ETS,Implemented,Tianjin,East Asia & Pacific,Upper middle income,1993,0.0,,,5988.729,1389.5968,141.12384,3.7213092,352.28586,0.4921251,0.009280073,0.3053724,7876.2635867730005,95.46975614970256,1197308574.0,20.90334202060914,2914284500.0,3197448750000.0
ETS_JP_Tokyo,Tokyo CaT,ETS,Implemented,Tokyo,East Asia & Pacific,High income,1993,0.0,,,7231.7036,24385.346,4461.2217,5511.499,2059.9707,0.021351691,0.500641,289.3548,43939.617792691,82.10875085490919,124839955.0,18.642543122915654,1169328000.0,4765192500000.0
Tax_UA,Ukraine carbon tax,Carbon tax,Implemented,Ukraine,Europe & Central Asia,Upper middle income,1993,0.0,,,14358.969,6516.2935,16796.723,3992.5088,585.7462,0.0,0.0,0.0,42250.2405,89.16395517322557,52350122.0,17.77346484484826,510495400.0,470986218750.0
Tax_UK,UK Carbon Price Support,Carbon tax,Implemented,United Kingdom,Europe & Central Asia,High income,1993,0.0,,,10706.403,17494.307,11618.736,4289.6357,206.5821,10.417679,0.0,64.70243,44390.78390899999,89.70205635842989,57861037.0,17.873554797206168,579612540.0,1794063750000.0
ETS_UK,UK ETS,ETS,Implemented,United Kingdom,Europe & Central Asia,High income,1993,0.0,,,10706.403,17494.307,11618.736,4289.6357,206.5821,10.417679,0.0,64.70243,44390.78390899999,89.70205635842989,57861037.0,17.873554797206168,579612540.0,1794063750000.0
Tax_UY,Uruguay CO2 tax,Carbon tax,Implemented,Uruguay,Latin America & Caribbean,High income,1993,0.0,,,649.415,5464.4014,1954.7676,73.00175,3649.6184,0.0,0.0,74.80363,11866.00778,67.9974608949734,3156351.0,14.964927488315313,4447071.0,41072632812.0
ETS_US_Washington,Washington CCA,ETS,Implemented,Washington,North America,High income,1993,0.0,,,21027.242,35724.37,21320.3,6794.5596,2953.5374,32.112682,5.025617,796.3187,88653.46599900001,88.06413953503028,262633229.0,19.386269054096783,5279520300.0,11665175000000.0
Tax_MX_ZA,Zacatecas carbon tax,Carbon tax,Implemented,Zacatecas,Latin America & Caribbean,Upper middle income,1993,0.0,,,493.9032,10807.735,3231.6343,156.26498,844.70337,0.031690326,0.1267613,231.72696,15766.126261626001,92.18036351372685,87653817.0,18.28890572799492,337721920.0,1302131000000.0
Tax_AL,Albania carbon tax,Carbon tax,Implemented,Albania,Europe & Central Asia,Upper middle income,1994,0.0,,,8878.588,15213.265,11564.137,3997.1392,2673.653,11.373956,0.13192375,102.745384,42441.03346375,84.01301073512904,3269417.0,15.000122545381446,1923806.0,13258958007.0
Tax_CA_Alberta,Alberta carbon tax,Carbon tax,Abolished,Alberta,North America,High income,1994,0.0,,,10051.303,33239.965,25646.512,10205.244,31245.0,5.622765,0.19561808,614.6564,111008.49878308001,62.10135327990539,29147383.0,17.187875724023538,478467870.0,1109398875000.0
ETS_CA_Alberta,Alberta TIER,ETS,Implemented,Alberta,North America,High income,1994,0.0,,,10051.303,33239.965,25646.512,10205.244,31245.0,5.622765,0.19561808,614.6564,111008.49878308001,62.10135327990539,29147383.0,17.187875724023538,478467870.0,1109398875000.0
Tax_AR,Argentina carbon tax,Carbon tax,Implemented,Argentina,Latin America & Caribbean,Upper middle income,1994,0.0,,,204.11426,7624.4995,6813.2754,660.8694,2189.7913,0.0,0.0,8.938386,17501.488246,83.6608233208192,34613492.0,17.359754135107252,118506770.0,422497062500.0
ETS_AU1,Australia CPM,ETS,Abolished,Australia,East Asia & Pacific,High income,1994,0.0,,,26163.746,23225.37,10703.577,0.0,2506.5667,0.8536295,2.7005734,121.61311,62724.42701289999,95.80429166398163,17897433.0,16.700167908579804,293613280.0,640770687500.0
ETS_AU2,Australia Safeguard Mechanism,ETS,Implemented,Australia,East Asia & Pacific,High income,1994,0.0,,,26163.746,23225.37,10703.577,0.0,2506.5667,0.8536295,2.7005734,121.61311,62724.42701289999,95.80429166398163,17897433.0,16.700167908579804,293613280.0,640770687500.0
ETS_AT,Austria ETS,ETS,Implemented,Austria,Europe & Central Asia,High income,1994,0.0,,,4466.332,16974.742,8786.861,0.0,12495.028,0.0,0.3499273,476.557,43199.8699273,69.97228244175237,7938157.0,15.88719181638506,61080120.0,272557375000.0
Tax_MX_BC,Baja California carbon tax,Carbon tax,Abolished,Baja California,Latin America & Caribbean,Upper middle income,1994,0.0,,,586.13934,11443.42,3372.5374,131.91916,630.8506,0.15560175,0.15560175,217.71304,16382.890743500002,94.01330315354062,89259202.0,18.30705508815399,351533920.0,1365708000000.0
ETS_CN_Beijing,Beijing pilot ETS,ETS,Implemented,Beijing,East Asia & Pacific,Upper middle income,1994,0.0,,,6320.6353,1398.3739,146.37782,33.903046,384.68094,0.8818982,0.011487884,1.1889961,8286.053388183998,94.92319988205877,1209003099.0,20.913061972678342,3093890800.0,3523949500000.0
Tax_CA_BC,BC carbon tax,Carbon tax,Abolished,British Columbia,North America,High income,1994,0.0,,,10051.303,33239.965,25646.512,10205.244,31245.0,5.622765,0.19561808,614.6564,111008.49878308001,62.10135327990539,29147383.0,17.187875724023538,478467870.0,1109398875000.0
ETS_CA_BC,BC OBPS,ETS,Implemented,British Columbia,North America,High income,1994,0.0,,,10051.303,33239.965,25646.512,10205.244,31245.0,5.622765,0.19561808,614.6564,111008.49878308001,62.10135327990539,29147383.0,17.187875724023538,478467870.0,1109398875000.0
ETS_US_California,California CaT,ETS,Implemented,California,North America,High income,1994,0.0,,,20880.111,36250.1,21588.041,7053.8936,2713.6003,36.432922,5.251312,781.08704,89308.517174,88.14193146509535,265474811.0,19.39703052408932,5361863000.0,12158955000000.0
Tax_CA,Canada federal fuel charge,Carbon tax,Abolished,Canada,North America,High income,1994,0.0,,,10051.303,33239.965,25646.512,10205.244,31245.0,5.622765,0.19561808,614.6564,111008.49878308001,62.10135327990539,29147383.0,17.187875724023538,478467870.0,1109398875000.0
ETS_CA,Canada federal OBPS,ETS,Implemented,Canada,North America,High income,1994,0.0,,,10051.303,33239.965,25646.512,10205.244,31245.0,5.622765,0.19561808,614.6564,111008.49878308001,62.10135327990539,29147383.0,17.187875724023538,478467870.0,1109398875000.0
Tax_CL,Chile carbon tax,Carbon tax,Implemented,Chile,Latin America & Caribbean,High income,1994,0.0,,,1788.5792,7838.233,1518.1437,0.0,3295.683,0.0,0.0,389.85385,14830.492750000001,75.14892517647466,14316263.0,16.4769067916033,37974876.0,162325890625.0
ETS_CN,China national ETS,ETS,Implemented,China,East Asia & Pacific,Upper middle income,1994,0.0,,,6320.6353,1398.3739,146.37782,33.903046,384.68094,0.8818982,0.011487884,1.1889961,8286.053388183998,94.92319988205877,1209003099.0,20.913061972678342,3093890800.0,3523949500000.0
ETS_CN_Chongqing,Chongqing pilot ETS,ETS,Implemented,Chongqing,East Asia & Pacific,Upper middle income,1994,0.0,,,6320.6353,1398.3739,146.37782,33.903046,384.68094,0.8818982,0.011487884,1.1889961,8286.053388183998,94.92319988205877,1209003099.0,20.913061972678342,3093890800.0,3523949500000.0
Tax_CO,Colombia carbon tax,Carbon tax,Implemented,Colombia,Latin America & Caribbean,Upper middle income,1994,0.0,,,1335.3829,3822.399,1110.1445,0.0,2535.0884,0.0,0.0,39.499073,8842.513873000002,70.88398717856327,35127408.0,17.37449226689633,66981812.0,332418593750.0
Tax_DK,Denmark carbon tax,Carbon tax,Implemented,Denmark,Europe & Central Asia,High income,1994,0.001162,,527.1268568,17339.154,23129.8,6161.5225,0.0,17.393831,606.64984,0.0,344.1816,47598.701771,97.96585781759724,5206188.0,15.465358668141974,64673270.0,183093671875.0
Tax_EE,Estonia carbon tax,Carbon tax,Implemented,Estonia,Europe & Central Asia,High income,1994,0.0,,,29601.469,12817.4795,4025.673,0.0,0.0,0.0,0.0,0.0,46444.6215,100.0,1475716.0,14.204654531341818,20038918.0,16089117187.0
ETS_EU,EU ETS,ETS,Implemented,EU,Europe & Central Asia,High income,1994,0.0,,,8761.006,17051.959,6834.51,5036.577,2141.5442,17.210806,0.19363609,156.79814,39999.798782089994,81.61909808060831,,,3589454300.0,11361283095699.0
Tax_FI,Finland carbon tax,Carbon tax,Implemented,Finland,Europe & Central Asia,High income,1994,0.001058,,,15241.641,25423.445,6184.59,10605.163,6434.5015,3.8212874,0.40996954,3970.3857,67863.95745694,69.03469493320712,5088454.0,15.44248480610445,61739000.0,145759187500.0
