Unique ID,Instrument name,Type,Status,Jurisdiction covered,Share of jurisdiction emissions covered,Price on 1 April,2020.0_x,2021.0_x,2022.0_x,2023.0_x,2024.0_x,2025.0_x,Change,Government revenue,2019.0_x,2020.0.1,2021.0.1,2022.0.1,2023.0.1,2024.0.1,Change.1,Gases covered,Electricity and heat,Industry,Mining and extractives,Transport,Aviation,Buildings,"Agriculture, forestry and fishing fuel use",Agricultural emissions,Waste,LULUCF,Fuels covered,Allocation approaches,Price or market management,Point of Regulation,Offset eligibility,Description,Recent developments,Coverage,Pricing and allocation,Compliance,Relation to other instruments,Name of the initiative,1990.0,1991.0,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0_y,2020.0_y,2021.0_y,2022.0_y,2023.0_y,2024.0_y,2025.0_y,Unique ID_price,Name of the initiative_price,Instrument Type,Region,Income group,Metric,1990.0_price,1991.0_price,1992.0_price,1993.0_price,1994.0_price,1995.0_price,1996.0_price,1997.0_price,1998.0_price,1999.0_price,2000.0_price,2001.0_price,2002.0_price,2003.0_price,2004.0_price,2005.0_price,2006.0_price,2007.0_price,2008.0_price,2009.0_price,2010.0_price,2011.0_price,2012.0_price,2013.0_price,2014.0_price,2015.0_price,2016.0_price,2017.0_price,2018.0_price,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0,2025.0,Jurisdiction,Status_revenue,Type_revenue,Country income group,Metric_revenue,1990.0_revenue,1991.0_revenue,1992.0_revenue,1993.0_revenue,1994.0_revenue,1995.0_revenue,1996.0_revenue,1997.0_revenue,1998.0_revenue,1999.0_revenue,2000.0_revenue,2001.0_revenue,2002.0_revenue,2003.0_revenue,2004.0_revenue,2005.0_revenue,2006.0_revenue,2007.0_revenue,2008.0_revenue,2009.0_revenue,2010.0_revenue,2011.0_revenue,2012.0_revenue,2013.0_revenue,2014.0_revenue,2015.0_revenue,2016.0_revenue,2017.0_revenue,2018.0_revenue,2019.0_revenue,2020.0_revenue,2021.0_revenue,2022.0_revenue,2023.0_revenue,2024.0_revenue
Tax_FR,France carbon tax,Carbon tax,Implemented,France,"41% of jurisdiction emissions, 0.2984% of global emissions",US$48 (€45),48.77456,52.38716,49.29192,48.5025,47.94054,48.11448,-0.013533285,"US$7,844 million (2024) (€7,300 million)",9306.18,9184.0,9031.84,8027.25,8366.82,7843.85,-0.157135366,CO2,No,Yes,Yes,Yes,No,Yes,In principle,No,No,No,"Diesel, Other oil products; Gasoline, Kerosene, LPG, Natural gas, Coal",Set price,The price is set by the Government ,Upstream,Not permitted,,,,,,,France carbon tax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037291244263439,0.0037729117332584,0.0037665898610753,0.0037291821742731,0.0035422174090196,0.00344495616005,0.0032302433389341,0.0033313974731237,0.0032027940641425,0.0029116140364977,0.0029116140364977,0.0029844043874101,Tax_FR,France carbon tax,Carbon tax,Europe & Central Asia,High income,US$/tCO2e,,,,,,,,,,,,,,,,,,,,,,,,,9.653,15.59475,25.1504,32.60755,54.95166,50.11256,48.77456,52.38716,49.29192,48.5025,47.94054,48.11448,France,Implemented,Carbon tax,High income,US$ millions,,,,,,,,,,,,,,,,,,,,,,,,,410.64,2553.0,4231.3,6205.8456,9610.8552,9306.18,9184.0,9031.84,8027.25,8366.82,7843.85
ETS_CN_Fujian,Fujian pilot ETS,ETS,Implemented,Fujian,"16% of jurisdiction emissions, 0.0963% of global emissions",US$5 (RMB34),1.280950437,1.246309767,1.825816192,4.65895028,3.746907523,4.727312751,3x,US$ million (2024) (RMB million),,,0.193423598,0.186450285,,,,CO2,No,Yes,Yes,No,Yes,No,No,No,No,No,Diesel; Other oil products; Gasoline; Kerosene; LPG; Natural gas; Coal,"Free allocation (Grandfathering), Free allocation (Intensity-based)",,Point Source,"Yes, with quantitative limit","The province of Fujian launched its ETS in September 2016. It covers around half of the province’s emissions and nearly 300 entities.

Covered entities must surrender allowances for all their covered emissions, and allocation is based predominantly on free allocation, using benchmarking or grandparenting based on production levels. Auctioning may take place when considered appropriate by the ETS authorities. The Fujian ETS pilot has a special focus on carbon sinks. In 2017, the Fujian government outlined a plan to promote forestry offset projects in the province. By the end of 2020, 2.8 million forestry offset credits had traded in the Fujian ETS.  ","In January 2024, the Department of Ecology and Environment of Fujian  Provincial (EEB) released the draft allocation plan for 2023. The draft plan is similar to the 2022 allocation plan, with slightly reduced benchmarks and changes to the base year for the grandparenting method. ","The scheme covers the petrochemical, chemical, building materials, iron and steel, nonferrous metals, paper, aviation, and ceramics sectors. Electricity production was covered until 2019, after which it transitioned to the Chinese national ETS. 
","Free allocation (Grandfathering), Free allocation (Intensity-based), Auctioning,
",Annual,The Fujian pilot ETS is to be merged into the national ETS under unified rules and a detailed transition plan is under development.,Fujian pilot ETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019471990962858,0.0020542612490593,0.0021909904130605,0.0023675117018898,0.0025543450458041,0.0025542761383199,0.0022363483010948,0.0023078926840569,0.0009629694038379,0.0009629694038379,ETS_CN_Fujian,Fujian pilot ETS,ETS,East Asia & Pacific,Upper middle income,US$/tCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5.18067044,3.187047838,1.519666269,1.280950437,1.246309767,1.825816192,4.65895028,3.746907523,4.727312751,Fujian,Implemented,ETS,Upper middle income,US$ millions,,,,,,,,,,,,,,,,,,,,,,,,,,,0.523873177,0.0,0.0,0.0,0.0,0.193423598,0.186450285,0.0,
ETS_DE,Germany ETS,ETS,Implemented,Germany,"39% of jurisdiction emissions, 0.5021% of global emissions",US$49 (€45),,29.365,33.156,32.625,48.3705,48.546,0.653192576,"US$13,933 million (2024) (€12,967 million)",,,8537.207956,6675.073102,11670.20513,13933.16874,0.632052166,CO2,No,In principle,Yes,Yes,No,Yes,Yes,No,Yes,No,Diesel; Other oil products; Gasoline; Kerosene; LPG; Natural gas; Coal,Set price,Fixed price,Upstream,Not permitted,"Germany launched its national ETS (Nationales Emissionshandelssystem) for heating and transport fuels in 2021. With the introduction of the ETS, a wide range of sectors in Germany are now subject to a carbon price.  
 
The national ETS complements the EU ETS by covering all fuel emissions not covered by the bloc’s system. It is being phased in gradually, with an increasing fixed price per tCO2 from 2021 to 2025. 

During the fixed price and price corridor phases, the cap is flexible. Covered entities must surrender allowances for all their covered emissions, and allocation is based on auctions or free allocation. 
 
The national ETS was established through the 2019 “Fuel Emissions Trading Act” 2019, which was amended in 2020, 2022 and again in 2023. 
","A law was passed by the German parliament in February 2025 which will transition the Germany ETS (nETS) into the EU ETS2, when it comes into effect in 2027. The waste sector, added in 2024, will remain in the nETS until its conclusion in December 2026","All main fuel types (gasoline, diesel, heating oil, natural and liquid gases) have been covered from the outset, while other fuels such as coal and the incineration of waste will gradually be phased in by the end of 2024.

 Emissions from biogenic fuels that meet the sustainability criteria as set out in national regulations transposing the “European Renewable Energy Directives 2029/28/EC” and “2018/2001” do not face compliance obligations. 

The system started with a limited scope in 2021 and 2022, including fuel oil, LPG, natural gas, gasoline, and diesel. Coal was added in 2023. Fuels used in waste incineration are covered from 2024 onwards. ",Set price,Annual,"The German national ETS is not linked with any other system. Emissions from facilities covered by the EU ETS are exempt.
",Germany ETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059253420672415,0.005718324020194,0.0050205922100282,0.0050205922100282,0.0050205922100282,ETS_DE,Germany ETS,ETS,Europe & Central Asia,High income,US$/tCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.365,33.156,32.625,48.3705,48.546,Germany,Implemented,ETS,High income,US$ millions,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8537.207956,6675.073102,11670.20513,13933.16874
ETS_CN_Guangdong,Guangdong pilot ETS,ETS,Implemented,Guangdong (except Shenzhen),"12% of jurisdiction emissions, 0.1775% of global emissions",US$5 (RMB39),4.131417069,5.715677025,12.51022205,12.34185048,8.939504927,5.406967145,0.308743962,US$ million (2024) (RMB million),,1.597055076,,121.6401659,,,,CO2,No,Yes,Yes,No,Yes,No,No,No,No,No,Diesel; Other oil products; Gasoline; Kerosene; LPG; Natural gas; Jet fuel; Coal,"Free allocation (Grandfathering), Free allocation (Intensity-based), Auctioning",,Point Source,"Yes, with quantitative limit","The Guangdong ETS was launched in December 2013. It covers around 40% of the province’s emissions. It covers emissions from 200 entities in the cement, steel, petrochemicals, paper, and domestic aviation sectors. Covered entities must surrender allowances for all their covered emissions. Since its launch, its scope has expanded to include ceramics, textiles, and data centres. The ETS has an absolute cap that is announced annually.","In January 2024, the Department of Ecology and Environment of Guangdong Ecology and Environment BureauProvince (GDEEEEB) released the 2023 allocation plan, expanding coverage to ceramics production, ports, and data centers. According to the allocation plan, 222 new entities from these three sectors are covered from 2023. The Guangdong ETS also covers airports and textile companies above the threshold, though on a voluntary basis. 

In August, the Guangdong EEB released a work notice to freeze the allowance for power, steel, cement sectors, to ensure a smooth transition from Guangdong ETS to the national ETS. These sectors cannot trade allowances before Guangdong EEB releases a transition plan for these allowances in the 2024 allocation plan",The Guangdong pilot ETS applies to CO2 emissions from the industry and domestic aviation sectors.,"Free allocation (Grandfathering), Free allocation (Intensity-based), Auctioning",Annual,Coverage of power sector emissions was transferred to the the Chinese national ETS. ,Guangdong pilot ETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068046063146464,0.0068606042770115,0.0068405778676191,0.0069275432523322,0.0071676985867675,0.00732287481493,0.0074399148103728,0.0094267495738012,0.00513880334539,0.0051184705566272,0.0056076798920466,0.0017748212452942,0.0017748212452942,ETS_CN_Guangdong,Guangdong pilot ETS,ETS,East Asia & Pacific,Upper middle income,US$/tCO2e,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.08080907,5.485561741,2.213662521,1.883616311,2.324951398,2.920143027,4.131417069,5.715677025,12.51022205,12.34185048,8.939504927,5.406967145,Guangdong (except Shenzhen),Implemented,ETS,Upper middle income,US$ millions,,,,,,,,,,,,,,,,,,,,,,,,29.12385729,92.81081872,5.88725899,1.614574729,2.322323798,0.0,0.0,1.597055076,0.0,121.6401659,0.0,
ETS_CN_Hubei,Hubei pilot ETS,ETS,Implemented,Hubei,"20% of jurisdiction emissions, 0.1449% of global emissions",US$5 (RMB38),3.566954294,4.41154092,7.240359816,6.962218825,5.618288115,5.272136921,0.478050036,US$ million (2024) (RMB million),17.93579121,6.984284298,13.23017408,12.93070016,6.473561699,,-0.639070191,"CO2, CH4, N2O, HFCs, SF6, PFCs",No,Yes,Yes,No,No,No,No,No,No,No,Diesel; Other oil products; Gasoline; Kerosene; LPG; Natural gas; Coal,"Free allocation (Grandfathering), Free allocation (Intensity-based), Auctioning","None (ad-hoc auctions, market adjustment factor)",Point Source,"Yes, with quantitative limit",The Hubei pilot ETS has the most active market among the Chinese ETS pilots consisting of both spot and forward trades. The cap-and-trade system is a key instrument in achieving the province's GHG emission reduction target by turning carbon emissions into a resource and giving it a value by establishing resource scarcity through a cap on emissions. The total amount of emission allowances is determined through a combined top-down and bottom-up approach based on reported emission data.,"In November 2024, the Hubei EEB released the 2023 allocation plan, which applies similar allocation methods as the 2022 plan. 
The allocation method of plate glass is changed from  historical intensity method to benchmarking. ","Hubei does not pre-define which sectors are covered under its ETS; rather, it sets a threshold which applies to all industrial sectors. Sub-sectors with entities above the threshold are then covered.  

Sectors currently covered include heat supply, iron and steel, nonferrous metals, petrochemicals, chemicals, textiles, cement, glass and other building materials, pulp and paper, ceramics, automobile manufacturing, equipment manufacturing, food and beverages, medicine producers, and water supply.  power generation was covered until 2019 when it was integrated into the national Chinese ETS.","Free allocation (Grandfathering), Free allocation (Intensity-based), Auctioning,",Annual,The Hubei pilot ETS is to be merged into the national ETS under unified rules and a detailed transition plan is under development.,Hubei pilot ETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024374288491108,0.0024537771352059,0.0024519088650347,0.0025345482206098,0.0023948322720944,0.0026078806579105,0.0033652482349483,0.0035292913541924,0.0034636266924545,0.00337971279689,0.0014488607150406,0.0014488607150406,ETS_CN_Hubei,Hubei pilot ETS,ETS,East Asia & Pacific,Upper middle income,US$/tCO2e,,,,,,,,,,,,,,,,,,,,,,,,,3.414467587,4.184979002,3.503805458,1.782034538,2.326544921,4.12693683,3.566954294,4.41154092,7.240359816,6.962218825,5.618288115,5.272136921,Hubei,Implemented,ETS,Upper middle income,US$ millions,,,,,,,,,,,,,,,,,,,,,,,,,6.501633535,0.0,0.0,0.0,0.0,17.93579121,6.984284298,13.23017408,12.93070016,6.473561699,
Tax_IS,Iceland carbon tax,Carbon tax,Implemented,Iceland,"37% of jurisdiction emissions, 0.0029% of global emissions","US$60 (ISK8,000)",30.74379989,35.36209385,35.61275839,36.10866608,36.50816385,60.06006006,0.953566582,"US$54 million (2024) (ISK7,515 million)",48.4858514,47.92626728,50.06075334,54.87235367,55.05984766,54.22860442,0.118441831,"CO2, HFCs, PFCs",Yes,Yes,Yes,Yes,In principle,Yes,Yes,No,No,No,Diesel; Other oil products; Gasoline; Kerosene; LPG; Natural gas,Set price,Set price,Upstream,Not permitted,,,,,,,Iceland carbon tax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.798444392586187e-05,3.587267556776195e-05,3.5367424837101515e-05,3.507975860935829e-05,3.302926758973016e-05,3.465077840837996e-05,3.124226880417362e-05,3.2057886444777446e-05,3.131941484215448e-05,3.004762210911864e-05,2.979255159562821e-05,2.958348669514911e-05,2.943838042915684e-05,2.7569725898491276e-05,2.7569725898491276e-05,2.835743235273388e-05,Tax_IS,Iceland carbon tax,Carbon tax,Europe & Central Asia,High income,US$/tCO2e,,,,,,,,,,,,,,,,,,,,,8.843175828,9.904604311,8.965638103,17.61518696,20.2779968,16.20887554,18.60878151,21.1909866,36.67678942,35.47428355,30.74379989,35.36209385,35.61275839,36.10866608,36.50816385,60.06006006,Iceland,Implemented,Carbon tax,High income,US$ millions,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0190165,35.31345393,50.87933791,48.4858514,47.92626728,50.06075334,54.87235367,55.05984766,54.22860442
ETS_ID,Indonesia ETS,ETS,Implemented,Indonesia,"24% of jurisdiction emissions, 0.5436% of global emissions","US$1 (IDR12,000)",,,,,0.612165181,0.724375226,0.183300273,US$ million (2024) (IDR million),,,,,,,,"CO2, CH4, N2O",Yes,No,No,No,No,No,No,No,No,No,Coal,Free allocation (Intensity-based),,Point Source,"Yes, with quantitative limit","Indonesia’s Economic Value of Carbon, or Nilai Ekonomi Karbon (NEK), Trading Scheme is a mandatory, intensity-based, baseline-and-credit ETS for the power sector launched in early 2023. In its first phase spanning from 2023 to 2024, it exclusively targets coal-fired power plants connected to the Perusahaan Listrik Negara (PLN) grid with a capacity of 25 MW or more. For 2023, the ETS covered 99 coal-fired power plants, estimated to represent around 81.4 % of the country’s power generation capacity.

Covered entities are required to surrender allowances corresponding to all their covered emissions, with allocation based on PTBAE (intensity targets), emission intensity, and emission average. Additionally, entities have the option to purchase allowances via auctions.  ","The scope of Indonesia's ETS was expanded to include an additional 47 coal-fired power plants. From 2025 onwards, additional power plants will join the ETS
","Initially, coal-fired power generation facilities with a production capacity exceeding 100 MW are included. However, smaller coal and fossil fuel plants may be incorporated at a later point.

The Ministry of Environment and Forestry (MoEF) has indicated that the government plans to implement emission caps for four additional sectors in the future: forestry, industrial processes and product use, agriculture, and waste management. 
",,,"The Economic Value of Carbon NEK Trading Scheme is not linked with any other system. 
",Indonesia ETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058918768185846,0.0058918768185846,0.0054363894183786,ETS_ID,Indonesia ETS,ETS,East Asia & Pacific,Upper middle income,US$/tCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.612165181,0.724375226,Indonesia,Implemented,ETS,Upper middle income,US$ millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tax_IE,Ireland carbon tax,Carbon tax,Implemented,Ireland,"34% of jurisdiction emissions, 0.0371% of global emissions",US$69 (€64),28.5216403,39.67853261,45.69004849,53.18511109,52.56889739,68.5038,1.401818384,"US$1,111 million (2024) (€1,034 million)",499.356,,582.316,824.6175,1015.971,1111.033,1.224931712,CO2,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,"Diesel, Other oil products, Gasoline, Kerosene, LPG, Natural gas, Coal",Set price,Set price trajectory - Rates of carbon taxation are set by the Government and increases each year based on a pre-determined trajectory up to 2030.,Upstream,Not permitted,,,,,,,Ireland carbon tax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004363797514418,0.0003977817206571,0.0004000298870676,0.0003882188071216,0.000386288811247,0.0003994824014753,0.000417292577523,0.0004047973893645,0.0003731254472226,0.0003595005764598,0.0003603965030245,0.0003567044073857,0.0003485479803145,0.0003276995977421,0.0003276995977421,0.0003276995977421,Tax_IE,Ireland carbon tax,Carbon tax,Europe & Central Asia,High income,US$/tCO2e,,,,,,,,,,,,,,,,,,,,,20.17719644,21.185457,26.69666382,25.59529651,27.56416548,21.49765045,22.85087308,21.36972394,24.62785227,22.45909814,28.5216403,39.67853261,45.69004849,53.18511109,52.56889739,68.5038,Ireland,Implemented,Carbon tax,High income,US$ millions,,,,,,,,,,,,,,,,,,,,,273.6816,433.1912,446.945,505.8356,526.988,465.09,484.3725,507.834,507.123,499.356,,582.316,824.6175,1015.971,1111.033
Tax_IL,Israel carbon tax,Carbon tax,Implemented,Israel,"78% of jurisdiction emissions, 0.1172% of global emissions",US$2 (ILS6),,,,,,1.511470985,,US$0 million (2024) (ILS0 million),,,,,,,,CO2,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,"Coal; Natural gas; LPG, Fuel Oil 1% sulfur; Fuel Oil 0.5% sulfur, Petroleum Coke.

Regarding Diesel and Gasoline, both will not be taxed further and the carbon tax will replace a share of the existing excise tax.",Set price with exemptions mentioned above,Set price trajectory adjusted with inflation, Upstream,,,,,,,,Israel carbon tax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001171966889811,Tax_IL,Israel carbon tax,Carbon tax,Middle East & North Africa,High income,US$/tCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.511470985,Israel,Implemented,Carbon tax,High income,US$ millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
Tax_JP,Japan carbon tax,Carbon tax,Implemented,Japan,"80% of jurisdiction emissions, 1.5724% of global emissions",US$2 (JPY289),2.496382603,2.424053077,2.197715552,2.011993111,1.905075808,1.929238985,-0.227186176,"US$1,452 million (2024) (JPY234,000 million)",2423.318551,2432.909277,1980.376271,1617.884983,1541.503313,1451.883105,-0.400869892,"CO2, CH4, N2O, HFCs, SF6, PFCs, Other",Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Diesel; Other oil products; Gasoline; Kerosene; LPG; Natural gas; Coal,Set price,Set price,Upstream,Not permitted,,,,,,,Japan carbon tax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0236243794864851,0.0235115104079697,0.0224945708737396,0.0218580203097343,0.0217103543262164,0.0211201322877317,0.0200132369176807,0.0192906028163551,0.0189549167497745,0.0183332268190929,0.0170499069323091,0.0157243547100746,0.0157243547100746,0.0157243547100746,Tax_JP,Japan carbon tax,Carbon tax,East Asia & Pacific,High income,US$/tCO2e,,,,,,,,,,,,,,,,,,,,,,,1.075378962,0.940913641,1.710901166,1.472986773,2.393590378,2.396794649,2.529059614,2.417724527,2.496382603,2.424053077,2.197715552,2.011993111,1.905075808,1.929238985,Japan,Implemented,Carbon tax,High income,US$ millions,,,,,,,,,,,,,,,,,,,,,,,493.0643127,905.4325956,1676.032732,1386.057888,2549.076774,2343.219582,2374.83024,2423.318551,2432.909277,1980.376271,1617.884983,1541.503313,1451.883105
ETS_KZ,Kazakhstan ETS,ETS,Implemented,Kazakhstan,"43% of jurisdiction emissions, 0.2601% of global emissions",US$1 (KZT470),1.112451318,1.176775165,1.08082606,1.115760112,1.059208169,0.931726271,-0.16245659,US$ million (2024) (KZT million),,,,,,,,CO2,Yes,Yes,Yes,No,No,No,No,No,No,No,Diesel; Other oil products; Gasoline; Kerosene; LPG; Natural gas; Coal,Free allocation (Intensity-based),None (auctions planned but not implemented),Point Source,"Yes, unlimited","Kazakhstan launched its ETS (KAZ ETS) in January 2013. It covers installations in the power, centralized heating, extracting industries, and manufacturing sectors. Facilities emitting more than 20,000 tCO2/year are covered. Covered entities must surrender one allowance per tCO2e emitted for all their covered emissions. 
",Work is underway to introduce auctioning under the scheme.,The Kazakhstan ETS applies to CO2 emissions from the power sector and centralized heating as well as certain industry sectors.,Free allocation (Intensity-based),Annual ,The Kazakhstan ETS is not linked with any other system. ,Kazakhstan ETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034391856902003,0.0029051112588043,0.0026054038118206,0.0027108943260027,0.002823300358131,0.0027934706795876,0.0026697924339712,0.0028626464222985,0.0029457979720763,0.0029023468689355,0.0028428197965384,0.0028428197965384,0.0026008776861947,ETS_KZ,Kazakhstan ETS,ETS,Europe & Central Asia,Upper middle income,US$/tCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,1.112451318,1.176775165,1.08082606,1.115760112,1.059208169,0.931726271,Kazakhstan,Implemented,ETS,Upper middle income,US$ millions,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
ETS_KR,Korea ETS,ETS,Implemented,"Korea, Rep.","79% of jurisdiction emissions, 0.9753% of global emissions","US$6 (KRW9,490)",32.78688525,15.89263641,18.74948377,11.23638595,6.302427437,6.453148375,-0.803178975,"US$134 million (2024) (KRW185,859 million)",200.994271,207.1671439,260.9862157,243.9323242,64.12266149,134.4467701,-0.331091531,"CO2, CH4, N2O, HFCs, PFCs, SF6",Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Diesel; Other oil products; Gasoline; Kerosene; LPG; Natural gas; Coal,"Free allocation (Intensity-based), Auctioning",None (market stabilization measures),Point Source,"Yes, with quantitative limit","The Republic of Korea launched its national ETS (Korea ETS) in 2015, the first national cap-and-trade system in operation in East Asia. The total amount of emission allowances is determined top-down. Covered entities must surrender allowances for all their covered emissions, and allocation is done via auctions or free distribution. At least 10% of allowances must be auctioned. Free allocation is provided for EITE sectors based on production cost and trade intensity benchmarks.","New rules entered into force in 2024 with the objective of increasing liquidity in the K-ETS. This included: Restrictions on the carryover of unused allowances, encouraging carbon price-linked financial products, introducing consignment trading and increasing financial institution participation, and annual adjustment of auction volume, as necessary. Further measures were introduced in September 2024 from the Ministry of Environment, including broadening to allow a wider group of financial institutions and individuals to participate, revising criteria for market stabilization measures, and tightening regulations for cancelling emissions allowances. A fourth ""Basic Plan for Emissions Trading System"" covering 2026 to 2035 was released in December 2024.","The Korea ETS applies to GHG emissions (CO2, CH4, N2O, PFCs, HFCs and SF6) from the industry, power, buildings, domestic aviation, public sector and waste sectors. ","Free allocation (Grandfathering), Free allocation (Intensity-based), Auctioning,",Annual,,Korea ETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0129347351396108,0.0131778783138844,0.0131428414237043,0.0129271006426465,0.0125345194977222,0.0124332717594425,0.0122626479414185,0.011445538413286,0.0109873342359447,0.0109873342359447,0.0097528022993217,ETS_KR,Korea ETS,ETS,East Asia & Pacific,High income,US$/tCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,9.104020191,6.885102665,18.23313323,20.62822316,23.45744213,32.78688525,15.89263641,18.74948377,11.23638595,6.302427437,6.453148375,"Korea, Rep.",Implemented,ETS,High income,US$ millions,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.994271,207.1671439,260.9862157,243.9323242,64.12266149,134.4467701
Tax_LT,Latvia carbon Tax,Carbon tax,Implemented,Latvia,"2% of jurisdiction emissions, 0.0004% of global emissions",US$16 (€15),9.8424,14.0952,16.578,16.3125,16.1235,16.182,0.644111192,US$8 million (2024) (€8 million),9.402286907,4.76784,7.18982,7.88390625,8.214696,8.12322,-0.136037851,CO2,In principle,Yes,Yes,No,No,No,No,No,No,No,Diesel; Other oil products; Gasoline; Kerosene; LPG; Natural gas; Coal,Set price,Set price,Upstream,Not permitted,,,,,,,Latvia carbon Tax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.701281771932272e-06,5.65278403147352e-06,5.826683243524776e-06,5.89257635369646e-06,5.568657201179124e-06,5.290464055605403e-06,5.496855389214543e-06,5.122940414865921e-06,5.047230708761627e-06,4.871593433752409e-06,4.77848693924465e-06,4.902236399120192e-06,4.888360012400471e-06,4.759295633828494e-06,4.875063899822649e-06,4.778873072154004e-06,4.723086966287948e-06,4.6014698187717126e-06,4.265454632307814e-06,4.137784990373594e-06,4.137784990373594e-06,4.137784990373594e-06,Tax_LT,Latvia carbon Tax,Carbon tax,Europe & Central Asia,High income,US$/tCO2e,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.93015,3.76425,4.0012,4.81095,5.54445,5.0562,9.8424,14.0952,16.578,16.3125,16.1235,16.182,Latvia,Implemented,Carbon tax,High income,US$ millions,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7376,3.33,6.618224211,8.965376185,9.408459613,9.402286907,4.76784,7.18982,7.88390625,8.214696,8.12322
