Unique ID,Instrument name,Type,Status,Jurisdiction covered,Share of jurisdiction emissions covered,Price on 1 April,2020,2021,2022,2023,2024,2025,Change,Government revenue,2019,2020.1,2021.1,2022.1,2023.1,2024.1,Change.1,Gases covered,Electricity and heat,Industry,Mining and extractives,Transport,Aviation,Buildings,"Agriculture, forestry and fishing fuel use",Agricultural emissions,Waste,LULUCF,Fuels covered,Allocation approaches,Price or market management,Point of Regulation,Offset eligibility,Description,Recent developments,Coverage,Pricing and allocation,Compliance,Relation to other instruments,Name of the initiative,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,Unique ID_price,Name of the initiative_price,Instrument Type,Region,Income group,Metric,1990.0_price,1991.0_price,1992.0_price,1993.0_price,1994.0_price,1995.0_price,1996.0_price,1997.0_price,1998.0_price,1999.0_price,2000.0_price,2001.0_price,2002.0_price,2003.0_price,2004.0_price,2005.0_price,2006.0_price,2007.0_price,2008.0_price,2009.0_price,2010.0_price,2011.0_price,2012.0_price,2013.0_price,2014.0_price,2015.0_price,2016.0_price,2017.0_price,2018.0_price,2019.0_price,2020.0_price,2021.0_price,2022.0_price,2023.0_price,2024.0_price,2025.0_price,Jurisdiction,Status_revenue,Type_revenue,Country income group,Metric_revenue,1990.0_revenue,1991.0_revenue,1992.0_revenue,1993.0_revenue,1994.0_revenue,1995.0_revenue,1996.0_revenue,1997.0_revenue,1998.0_revenue,1999.0_revenue,2000.0_revenue,2001.0_revenue,2002.0_revenue,2003.0_revenue,2004.0_revenue,2005.0_revenue,2006.0_revenue,2007.0_revenue,2008.0_revenue,2009.0_revenue,2010.0_revenue,2011.0_revenue,2012.0_revenue,2013.0_revenue,2014.0_revenue,2015.0_revenue,2016.0_revenue,2017.0_revenue,2018.0_revenue,2019.0_revenue,2020.0_revenue,2021.0_revenue,2022.0_revenue,2023.0_revenue,2024.0_revenue
ETS_CN_Fujian,Fujian pilot ETS,ETS,Implemented,Fujian,"16% of jurisdiction emissions, 0.0963% of global emissions",US$5 (RMB34),1.280950437,1.246309767,1.825816192,4.65895028,3.746907523,4.727312751,3x,US$ million (2024) (RMB million),,,0.193423598,0.186450285,,,,CO2,No,Yes,Yes,No,Yes,No,No,No,No,No,Diesel; Other oil products; Gasoline; Kerosene; LPG; Natural gas; Coal,"Free allocation (Grandfathering), Free allocation (Intensity-based)",,Point Source,"Yes, with quantitative limit","The province of Fujian launched its ETS in September 2016. It covers around half of the province’s emissions and nearly 300 entities.

Covered entities must surrender allowances for all their covered emissions, and allocation is based predominantly on free allocation, using benchmarking or grandparenting based on production levels. Auctioning may take place when considered appropriate by the ETS authorities. The Fujian ETS pilot has a special focus on carbon sinks. In 2017, the Fujian government outlined a plan to promote forestry offset projects in the province. By the end of 2020, 2.8 million forestry offset credits had traded in the Fujian ETS.  ","In January 2024, the Department of Ecology and Environment of Fujian  Provincial (EEB) released the draft allocation plan for 2023. The draft plan is similar to the 2022 allocation plan, with slightly reduced benchmarks and changes to the base year for the grandparenting method. ","The scheme covers the petrochemical, chemical, building materials, iron and steel, nonferrous metals, paper, aviation, and ceramics sectors. Electricity production was covered until 2019, after which it transitioned to the Chinese national ETS. 
","Free allocation (Grandfathering), Free allocation (Intensity-based), Auctioning,
",Annual,The Fujian pilot ETS is to be merged into the national ETS under unified rules and a detailed transition plan is under development.,Fujian pilot ETS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001947199,0.002054261,0.00219099,0.002367512,0.002554345,0.002554276,0.002236348,0.002307893,0.000962969,0.000962969,ETS_CN_Fujian,Fujian pilot ETS,ETS,East Asia & Pacific,Upper middle income,US$/tCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5.18067044,3.187047838,1.519666269,1.280950437,1.246309767,1.825816192,4.65895028,3.746907523,4.727312751,Fujian,Implemented,ETS,Upper middle income,US$ millions,,,,,,,,,,,,,,,,,,,,,,,,,,,0.523873177,0,0,0,0,0.193423598,0.186450285,0,
ETS_DE,Germany ETS,ETS,Implemented,Germany,"39% of jurisdiction emissions, 0.5021% of global emissions",US$49 (€45),,29.365,33.156,32.625,48.3705,48.546,0.653192576,"US$13,933 million (2024) (€12,967 million)",,,8537.207956,6675.073102,11670.20513,13933.16874,0.632052166,CO2,No,In principle,Yes,Yes,No,Yes,Yes,No,Yes,No,Diesel; Other oil products; Gasoline; Kerosene; LPG; Natural gas; Coal,Set price,Fixed price,Upstream,Not permitted,"Germany launched its national ETS (Nationales Emissionshandelssystem) for heating and transport fuels in 2021. With the introduction of the ETS, a wide range of sectors in Germany are now subject to a carbon price.  
 
The national ETS complements the EU ETS by covering all fuel emissions not covered by the bloc’s system. It is being phased in gradually, with an increasing fixed price per tCO2 from 2021 to 2025. 

During the fixed price and price corridor phases, the cap is flexible. Covered entities must surrender allowances for all their covered emissions, and allocation is based on auctions or free allocation. 
 
The national ETS was established through the 2019 “Fuel Emissions Trading Act” 2019, which was amended in 2020, 2022 and again in 2023. 
","A law was passed by the German parliament in February 2025 which will transition the Germany ETS (nETS) into the EU ETS2, when it comes into effect in 2027. The waste sector, added in 2024, will remain in the nETS until its conclusion in December 2026","All main fuel types (gasoline, diesel, heating oil, natural and liquid gases) have been covered from the outset, while other fuels such as coal and the incineration of waste will gradually be phased in by the end of 2024.

 Emissions from biogenic fuels that meet the sustainability criteria as set out in national regulations transposing the “European Renewable Energy Directives 2029/28/EC” and “2018/2001” do not face compliance obligations. 

The system started with a limited scope in 2021 and 2022, including fuel oil, LPG, natural gas, gasoline, and diesel. Coal was added in 2023. Fuels used in waste incineration are covered from 2024 onwards. ",Set price,Annual,"The German national ETS is not linked with any other system. Emissions from facilities covered by the EU ETS are exempt.
",Germany ETS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005925342,0.005718324,0.005020592,0.005020592,0.005020592,ETS_DE,Germany ETS,ETS,Europe & Central Asia,High income,US$/tCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.365,33.156,32.625,48.3705,48.546,Germany,Implemented,ETS,High income,US$ millions,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,8537.207956,6675.073102,11670.20513,13933.16874
ETS_CN_Guangdong,Guangdong pilot ETS,ETS,Implemented,Guangdong (except Shenzhen),"12% of jurisdiction emissions, 0.1775% of global emissions",US$5 (RMB39),4.131417069,5.715677025,12.51022205,12.34185048,8.939504927,5.406967145,0.308743962,US$ million (2024) (RMB million),,1.597055076,,121.6401659,,,,CO2,No,Yes,Yes,No,Yes,No,No,No,No,No,Diesel; Other oil products; Gasoline; Kerosene; LPG; Natural gas; Jet fuel; Coal,"Free allocation (Grandfathering), Free allocation (Intensity-based), Auctioning",,Point Source,"Yes, with quantitative limit","The Guangdong ETS was launched in December 2013. It covers around 40% of the province’s emissions. It covers emissions from 200 entities in the cement, steel, petrochemicals, paper, and domestic aviation sectors. Covered entities must surrender allowances for all their covered emissions. Since its launch, its scope has expanded to include ceramics, textiles, and data centres. The ETS has an absolute cap that is announced annually.","In January 2024, the Department of Ecology and Environment of Guangdong Ecology and Environment BureauProvince (GDEEEEB) released the 2023 allocation plan, expanding coverage to ceramics production, ports, and data centers. According to the allocation plan, 222 new entities from these three sectors are covered from 2023. The Guangdong ETS also covers airports and textile companies above the threshold, though on a voluntary basis. 

In August, the Guangdong EEB released a work notice to freeze the allowance for power, steel, cement sectors, to ensure a smooth transition from Guangdong ETS to the national ETS. These sectors cannot trade allowances before Guangdong EEB releases a transition plan for these allowances in the 2024 allocation plan",The Guangdong pilot ETS applies to CO2 emissions from the industry and domestic aviation sectors.,"Free allocation (Grandfathering), Free allocation (Intensity-based), Auctioning",Annual,Coverage of power sector emissions was transferred to the the Chinese national ETS. ,Guangdong pilot ETS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006804606,0.006860604,0.006840578,0.006927543,0.007167699,0.007322875,0.007439915,0.00942675,0.005138803,0.005118471,0.00560768,0.001774821,0.001774821,ETS_CN_Guangdong,Guangdong pilot ETS,ETS,East Asia & Pacific,Upper middle income,US$/tCO2e,,,,,,,,,,,,,,,,,,,,,,,,0,10.08080907,5.485561741,2.213662521,1.883616311,2.324951398,2.920143027,4.131417069,5.715677025,12.51022205,12.34185048,8.939504927,5.406967145,Guangdong (except Shenzhen),Implemented,ETS,Upper middle income,US$ millions,,,,,,,,,,,,,,,,,,,,,,,,29.12385729,92.81081872,5.88725899,1.614574729,2.322323798,0,0,1.597055076,0,121.6401659,0,
ETS_CN_Hubei,Hubei pilot ETS,ETS,Implemented,Hubei,"20% of jurisdiction emissions, 0.1449% of global emissions",US$5 (RMB38),3.566954294,4.41154092,7.240359816,6.962218825,5.618288115,5.272136921,0.478050036,US$ million (2024) (RMB million),17.93579121,6.984284298,13.23017408,12.93070016,6.473561699,,-0.639070191,"CO2, CH4, N2O, HFCs, SF6, PFCs",No,Yes,Yes,No,No,No,No,No,No,No,Diesel; Other oil products; Gasoline; Kerosene; LPG; Natural gas; Coal,"Free allocation (Grandfathering), Free allocation (Intensity-based), Auctioning","None (ad-hoc auctions, market adjustment factor)",Point Source,"Yes, with quantitative limit",The Hubei pilot ETS has the most active market among the Chinese ETS pilots consisting of both spot and forward trades. The cap-and-trade system is a key instrument in achieving the province's GHG emission reduction target by turning carbon emissions into a resource and giving it a value by establishing resource scarcity through a cap on emissions. The total amount of emission allowances is determined through a combined top-down and bottom-up approach based on reported emission data.,"In November 2024, the Hubei EEB released the 2023 allocation plan, which applies similar allocation methods as the 2022 plan. 
The allocation method of plate glass is changed from  historical intensity method to benchmarking. ","Hubei does not pre-define which sectors are covered under its ETS; rather, it sets a threshold which applies to all industrial sectors. Sub-sectors with entities above the threshold are then covered.  

Sectors currently covered include heat supply, iron and steel, nonferrous metals, petrochemicals, chemicals, textiles, cement, glass and other building materials, pulp and paper, ceramics, automobile manufacturing, equipment manufacturing, food and beverages, medicine producers, and water supply.  power generation was covered until 2019 when it was integrated into the national Chinese ETS.","Free allocation (Grandfathering), Free allocation (Intensity-based), Auctioning,",Annual,The Hubei pilot ETS is to be merged into the national ETS under unified rules and a detailed transition plan is under development.,Hubei pilot ETS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002437429,0.002453777,0.002451909,0.002534548,0.002394832,0.002607881,0.003365248,0.003529291,0.003463627,0.003379713,0.001448861,0.001448861,ETS_CN_Hubei,Hubei pilot ETS,ETS,East Asia & Pacific,Upper middle income,US$/tCO2e,,,,,,,,,,,,,,,,,,,,,,,,,3.414467587,4.184979002,3.503805458,1.782034538,2.326544921,4.12693683,3.566954294,4.41154092,7.240359816,6.962218825,5.618288115,5.272136921,Hubei,Implemented,ETS,Upper middle income,US$ millions,,,,,,,,,,,,,,,,,,,,,,,,,6.501633535,0,0,0,0,17.93579121,6.984284298,13.23017408,12.93070016,6.473561699,
Tax_IS,Iceland carbon tax,Carbon tax,Implemented,Iceland,"37% of jurisdiction emissions, 0.0029% of global emissions","US$60 (ISK8,000)",30.74379989,35.36209385,35.61275839,36.10866608,36.50816385,60.06006006,0.953566582,"US$54 million (2024) (ISK7,515 million)",48.4858514,47.92626728,50.06075334,54.87235367,55.05984766,54.22860442,0.118441831,"CO2, HFCs, PFCs",Yes,Yes,Yes,Yes,In principle,Yes,Yes,No,No,No,Diesel; Other oil products; Gasoline; Kerosene; LPG; Natural gas,Set price,Set price,Upstream,Not permitted,,,,,,,Iceland carbon tax,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.80E-05,3.59E-05,3.54E-05,3.51E-05,3.30E-05,3.47E-05,3.12E-05,3.21E-05,3.13E-05,3.00E-05,2.98E-05,2.96E-05,2.94E-05,2.76E-05,2.76E-05,2.84E-05,Tax_IS,Iceland carbon tax,Carbon tax,Europe & Central Asia,High income,US$/tCO2e,,,,,,,,,,,,,,,,,,,,,8.843175828,9.904604311,8.965638103,17.61518696,20.2779968,16.20887554,18.60878151,21.1909866,36.67678942,35.47428355,30.74379989,35.36209385,35.61275839,36.10866608,36.50816385,60.06006006,Iceland,Implemented,Carbon tax,High income,US$ millions,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0190165,35.31345393,50.87933791,48.4858514,47.92626728,50.06075334,54.87235367,55.05984766,54.22860442
ETS_ID,Indonesia ETS,ETS,Implemented,Indonesia,"24% of jurisdiction emissions, 0.5436% of global emissions","US$1 (IDR12,000)",,,,,0.612165181,0.724375226,0.183300273,US$ million (2024) (IDR million),,,,,,,,"CO2, CH4, N2O",Yes,No,No,No,No,No,No,No,No,No,Coal,Free allocation (Intensity-based),,Point Source,"Yes, with quantitative limit","Indonesia’s Economic Value of Carbon, or Nilai Ekonomi Karbon (NEK), Trading Scheme is a mandatory, intensity-based, baseline-and-credit ETS for the power sector launched in early 2023. In its first phase spanning from 2023 to 2024, it exclusively targets coal-fired power plants connected to the Perusahaan Listrik Negara (PLN) grid with a capacity of 25 MW or more. For 2023, the ETS covered 99 coal-fired power plants, estimated to represent around 81.4 % of the country’s power generation capacity.

Covered entities are required to surrender allowances corresponding to all their covered emissions, with allocation based on PTBAE (intensity targets), emission intensity, and emission average. Additionally, entities have the option to purchase allowances via auctions.  ","The scope of Indonesia's ETS was expanded to include an additional 47 coal-fired power plants. From 2025 onwards, additional power plants will join the ETS
","Initially, coal-fired power generation facilities with a production capacity exceeding 100 MW are included. However, smaller coal and fossil fuel plants may be incorporated at a later point.

The Ministry of Environment and Forestry (MoEF) has indicated that the government plans to implement emission caps for four additional sectors in the future: forestry, industrial processes and product use, agriculture, and waste management. 
",,,"The Economic Value of Carbon NEK Trading Scheme is not linked with any other system. 
",Indonesia ETS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005891877,0.005891877,0.005436389,ETS_ID,Indonesia ETS,ETS,East Asia & Pacific,Upper middle income,US$/tCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.612165181,0.724375226,Indonesia,Implemented,ETS,Upper middle income,US$ millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tax_IE,Ireland carbon tax,Carbon tax,Implemented,Ireland,"34% of jurisdiction emissions, 0.0371% of global emissions",US$69 (€64),28.5216403,39.67853261,45.69004849,53.18511109,52.56889739,68.5038,1.401818384,"US$1,111 million (2024) (€1,034 million)",499.356,,582.316,824.6175,1015.971,1111.033,1.224931712,CO2,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,"Diesel, Other oil products, Gasoline, Kerosene, LPG, Natural gas, Coal",Set price,Set price trajectory - Rates of carbon taxation are set by the Government and increases each year based on a pre-determined trajectory up to 2030.,Upstream,Not permitted,,,,,,,Ireland carbon tax,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00043638,0.000397782,0.00040003,0.000388219,0.000386289,0.000399482,0.000417293,0.000404797,0.000373125,0.000359501,0.000360397,0.000356704,0.000348548,0.0003277,0.0003277,0.0003277,Tax_IE,Ireland carbon tax,Carbon tax,Europe & Central Asia,High income,US$/tCO2e,,,,,,,,,,,,,,,,,,,,,20.17719644,21.185457,26.69666382,25.59529651,27.56416548,21.49765045,22.85087308,21.36972394,24.62785227,22.45909814,28.5216403,39.67853261,45.69004849,53.18511109,52.56889739,68.5038,Ireland,Implemented,Carbon tax,High income,US$ millions,,,,,,,,,,,,,,,,,,,,,273.6816,433.1912,446.945,505.8356,526.988,465.09,484.3725,507.834,507.123,499.356,,582.316,824.6175,1015.971,1111.033
Tax_IL,Israel carbon tax,Carbon tax,Implemented,Israel,"78% of jurisdiction emissions, 0.1172% of global emissions",US$2 (ILS6),,,,,,1.511470985,,US$0 million (2024) (ILS0 million),,,,,,,,CO2,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,"Coal; Natural gas; LPG, Fuel Oil 1% sulfur; Fuel Oil 0.5% sulfur, Petroleum Coke.

Regarding Diesel and Gasoline, both will not be taxed further and the carbon tax will replace a share of the existing excise tax.",Set price with exemptions mentioned above,Set price trajectory adjusted with inflation, Upstream,,,,,,,,Israel carbon tax,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001171967,Tax_IL,Israel carbon tax,Carbon tax,Middle East & North Africa,High income,US$/tCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.511470985,Israel,Implemented,Carbon tax,High income,US$ millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Tax_JP,Japan carbon tax,Carbon tax,Implemented,Japan,"80% of jurisdiction emissions, 1.5724% of global emissions",US$2 (JPY289),2.496382603,2.424053077,2.197715552,2.011993111,1.905075808,1.929238985,-0.227186176,"US$1,452 million (2024) (JPY234,000 million)",2423.318551,2432.909277,1980.376271,1617.884983,1541.503313,1451.883105,-0.400869892,"CO2, CH4, N2O, HFCs, SF6, PFCs, Other",Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Diesel; Other oil products; Gasoline; Kerosene; LPG; Natural gas; Coal,Set price,Set price,Upstream,Not permitted,,,,,,,Japan carbon tax,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023624379,0.02351151,0.022494571,0.02185802,0.021710354,0.021120132,0.020013237,0.019290603,0.018954917,0.018333227,0.017049907,0.015724355,0.015724355,0.015724355,Tax_JP,Japan carbon tax,Carbon tax,East Asia & Pacific,High income,US$/tCO2e,,,,,,,,,,,,,,,,,,,,,,,1.075378962,0.940913641,1.710901166,1.472986773,2.393590378,2.396794649,2.529059614,2.417724527,2.496382603,2.424053077,2.197715552,2.011993111,1.905075808,1.929238985,Japan,Implemented,Carbon tax,High income,US$ millions,,,,,,,,,,,,,,,,,,,,,,,493.0643127,905.4325956,1676.032732,1386.057888,2549.076774,2343.219582,2374.83024,2423.318551,2432.909277,1980.376271,1617.884983,1541.503313,1451.883105
ETS_KZ,Kazakhstan ETS,ETS,Implemented,Kazakhstan,"43% of jurisdiction emissions, 0.2601% of global emissions",US$1 (KZT470),1.112451318,1.176775165,1.08082606,1.115760112,1.059208169,0.931726271,-0.16245659,US$ million (2024) (KZT million),,,,,,,,CO2,Yes,Yes,Yes,No,No,No,No,No,No,No,Diesel; Other oil products; Gasoline; Kerosene; LPG; Natural gas; Coal,Free allocation (Intensity-based),None (auctions planned but not implemented),Point Source,"Yes, unlimited","Kazakhstan launched its ETS (KAZ ETS) in January 2013. It covers installations in the power, centralized heating, extracting industries, and manufacturing sectors. Facilities emitting more than 20,000 tCO2/year are covered. Covered entities must surrender one allowance per tCO2e emitted for all their covered emissions. 
",Work is underway to introduce auctioning under the scheme.,The Kazakhstan ETS applies to CO2 emissions from the power sector and centralized heating as well as certain industry sectors.,Free allocation (Intensity-based),Annual ,The Kazakhstan ETS is not linked with any other system. ,Kazakhstan ETS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003439186,0.002905111,0.002605404,0.002710894,0.0028233,0.002793471,0.002669792,0.002862646,0.002945798,0.002902347,0.00284282,0.00284282,0.002600878,ETS_KZ,Kazakhstan ETS,ETS,Europe & Central Asia,Upper middle income,US$/tCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1.112451318,1.176775165,1.08082606,1.115760112,1.059208169,0.931726271,Kazakhstan,Implemented,ETS,Upper middle income,US$ millions,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,
ETS_KR,Korea ETS,ETS,Implemented,"Korea, Rep.","79% of jurisdiction emissions, 0.9753% of global emissions","US$6 (KRW9,490)",32.78688525,15.89263641,18.74948377,11.23638595,6.302427437,6.453148375,-0.803178975,"US$134 million (2024) (KRW185,859 million)",200.994271,207.1671439,260.9862157,243.9323242,64.12266149,134.4467701,-0.331091531,"CO2, CH4, N2O, HFCs, PFCs, SF6",Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Diesel; Other oil products; Gasoline; Kerosene; LPG; Natural gas; Coal,"Free allocation (Intensity-based), Auctioning",None (market stabilization measures),Point Source,"Yes, with quantitative limit","The Republic of Korea launched its national ETS (Korea ETS) in 2015, the first national cap-and-trade system in operation in East Asia. The total amount of emission allowances is determined top-down. Covered entities must surrender allowances for all their covered emissions, and allocation is done via auctions or free distribution. At least 10% of allowances must be auctioned. Free allocation is provided for EITE sectors based on production cost and trade intensity benchmarks.","New rules entered into force in 2024 with the objective of increasing liquidity in the K-ETS. This included: Restrictions on the carryover of unused allowances, encouraging carbon price-linked financial products, introducing consignment trading and increasing financial institution participation, and annual adjustment of auction volume, as necessary. Further measures were introduced in September 2024 from the Ministry of Environment, including broadening to allow a wider group of financial institutions and individuals to participate, revising criteria for market stabilization measures, and tightening regulations for cancelling emissions allowances. A fourth ""Basic Plan for Emissions Trading System"" covering 2026 to 2035 was released in December 2024.","The Korea ETS applies to GHG emissions (CO2, CH4, N2O, PFCs, HFCs and SF6) from the industry, power, buildings, domestic aviation, public sector and waste sectors. ","Free allocation (Grandfathering), Free allocation (Intensity-based), Auctioning,",Annual,,Korea ETS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012934735,0.013177878,0.013142841,0.012927101,0.012534519,0.012433272,0.012262648,0.011445538,0.010987334,0.010987334,0.009752802,ETS_KR,Korea ETS,ETS,East Asia & Pacific,High income,US$/tCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,9.104020191,6.885102665,18.23313323,20.62822316,23.45744213,32.78688525,15.89263641,18.74948377,11.23638595,6.302427437,6.453148375,"Korea, Rep.",Implemented,ETS,High income,US$ millions,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,200.994271,207.1671439,260.9862157,243.9323242,64.12266149,134.4467701
Tax_LT,Latvia carbon Tax,Carbon tax,Implemented,Latvia,"2% of jurisdiction emissions, 0.0004% of global emissions",US$16 (€15),9.8424,14.0952,16.578,16.3125,16.1235,16.182,0.644111192,US$8 million (2024) (€8 million),9.402286907,4.76784,7.18982,7.88390625,8.214696,8.12322,-0.136037851,CO2,In principle,Yes,Yes,No,No,No,No,No,No,No,Diesel; Other oil products; Gasoline; Kerosene; LPG; Natural gas; Coal,Set price,Set price,Upstream,Not permitted,,,,,,,Latvia carbon Tax,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.70E-06,5.65E-06,5.83E-06,5.89E-06,5.57E-06,5.29E-06,5.50E-06,5.12E-06,5.05E-06,4.87E-06,4.78E-06,4.90E-06,4.89E-06,4.76E-06,4.88E-06,4.78E-06,4.72E-06,4.60E-06,4.27E-06,4.14E-06,4.14E-06,4.14E-06,Tax_LT,Latvia carbon Tax,Carbon tax,Europe & Central Asia,High income,US$/tCO2e,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,3.93015,3.76425,4.0012,4.81095,5.54445,5.0562,9.8424,14.0952,16.578,16.3125,16.1235,16.182,Latvia,Implemented,Carbon tax,High income,US$ millions,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2.7376,3.33,6.618224211,8.965376185,9.408459613,9.402286907,4.76784,7.18982,7.88390625,8.214696,8.12322
Tax_LI,Liechtenstein carbon tax,Carbon tax,Implemented,Liechtenstein,"72% of jurisdiction emissions, 0.0002% of global emissions",US$136 (Sfr120),99.44064636,101.4745521,129.8560762,130.8115768,132.122213,136.0389978,0.368042172,US$9 million (2024) (Sfr8 million),4.244922889,6.344012245,6.907361366,4.739938564,5.050224763,9.155570351,1.156828425,CO2,In principle,Yes,Yes,Yes,No,Yes,No,No,No,No,"Diesel, Other oil products, Gasoline, Kerosene, LPG, Natural gas, Coal",Set price,The price is set by the Government ,Upstream,"Yes, with quantitative limits",,,,,,,Liechtenstein carbon tax,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.24E-06,4.03E-06,3.60E-06,3.30E-06,3.39E-06,3.42E-06,2.94E-06,2.94E-06,2.76E-06,2.80E-06,2.57E-06,2.64E-06,2.64E-06,2.57E-06,2.33E-06,2.20E-06,2.20E-06,2.20E-06,Tax_LI,Liechtenstein carbon tax,Carbon tax,Europe & Central Asia,High income,US$/tCO2e,,,,,,,,,,,,,,,,,,,11.91895113,21.03786816,34.21077639,39.01593151,39.86269516,37.81115429,40.76548522,37.17472119,87.58210823,83.91608392,100.3344482,96.46302251,99.44064636,101.4745521,129.8560762,130.8115768,132.122213,136.0389978,Liechtenstein,Implemented,Carbon tax,High income,US$ millions,,,,,,,,,,,,,,,,,,,0.985998817,0.922253989,2.80557374,3.546099291,4.186728072,3.174939147,5.636978579,4.245833776,4.890690752,5.047976637,4.020530368,4.244922889,6.344012245,6.907361366,4.739938564,5.050224763,9.155570351
Tax_LU,Luxembourg carbon tax,Carbon tax,Implemented,Luxembourg,"72% of jurisdiction emissions, 0.0107% of global emissions",US$59 (€54),,40.124336,43.345944,45.00075,49.907607,58.546476,0.459126352,US$303 million (2024) (€282 million),,,259.19004,270.61215,294.675054,303.150834,0.169608346,CO2,No,Yes,Yes,Yes,No,Yes,No,No,No,No,"Diesel, Other oil products, Gasoline, Kerosene, LPG, Natural gas, Coal",Set price,Set price trajectory,Upstream,Not permitted,,,,,,,Luxembourg carbon tax,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000128563,0.000112584,0.000106864,0.000106864,0.000106864,Tax_LU,Luxembourg carbon tax,Carbon tax,Europe & Central Asia,High income,US$/tCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.124336,43.345944,45.00075,49.907607,58.546476,Luxembourg,Implemented,Carbon tax,High income,US$ millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.19004,270.61215,294.675054,303.150834
